Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Rainfall_3Day,Rainfall_7Day,Aspect,Elevation_m,NDVI_Index,Land_Use_Urban,Land_Use_Forest,Land_Use_Agriculture,Earthquake_Activity,Proximity_to_Water,Distance_to_Road_m,Temperature_C,Humidity_percent,Soil_pH,Clay_Content,Sand_Content,Silt_Content,Soil_Erosion_Rate,Historical_Landslide_Count,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt,Soil_Type_Clay,Pore_Water_Pressure_kPa,Soil_Moisture_Content,Microseismic_Activity,Acoustic_Emission_dB,Soil_Strain,Soil_Temperature_C,TDR_Reflection_Index,Label
8.954746966,13.0628465,0.153780861,0.697716118,191.3028449,475.737595,68.26059524,2519.245003,0.408317809,1,0,1,5.230860731,0.615449238,231.6319915,27.58593011,70.0075983,7.371018662,16.80095315,40.03605216,39.83826342,34.73590163,1,0,0,0,1,86.32571392,0.41580902,0.375979997,76.81508293,0.002820216,5.162077672,1.207922729,0
19.02100038,17.25190054,0.238871178,0.770922417,524.8203369,457.8568078,92.29344759,1143.842832,0.507549116,0,0,0,5.787851784,0.843257429,992.1023051,15.04102082,51.36706989,7.27064273,46.51769665,34.180747,34.04003747,21.07072076,0,0,1,1,0,115.3035712,0.472321735,0.064800256,69.80895555,0.003844391,28.7122884,1.280298532,0
290.9974928,68.20449045,0.777913324,0.052614289,304.7226286,465.9723954,138.3896934,2890.16033,-0.028017326,0,0,0,2.041424971,0.6272562,660.325845,39.37823538,53.89070019,5.119126783,22.99737874,79.96194778,59.24932324,29.85456704,2,0,1,0,0,84.5628357,0.174048489,0.597007095,46.39077519,0.002699281,12.53240939,0.971954861,1
40.68975099,16.09371766,0.173250601,0.756853932,450.9203467,306.7263764,169.4493939,2644.810963,0.478213964,0,0,1,3.796800464,0.161714847,624.3108229,7.587964597,41.85904413,5.952362527,10.68172291,75.24486823,9.537323109,10.30580057,1,0,0,0,0,138.4204177,0.442434778,0.616034845,99.95622285,0.002195309,22.75212427,1.183307258,0
42.93821397,13.08471312,0.180746601,0.788763644,513.4406425,192.3870163,133.0735968,1352.799355,0.58855242,1,0,1,5.469562266,0.980908664,124.5140819,15.70321188,31.80236345,6.373302608,19.72576798,23.31238877,32.03262312,6.845198377,1,1,0,1,0,81.30164646,0.448714645,0.999382397,66.91338853,0.003334665,29.05308459,1.000707091,0
263.8381557,53.91606162,0.94730328,0.105496817,284.3358237,579.7737218,34.76203572,639.9889771,0.379550017,0,1,0,0.735430567,0.21418141,919.4866771,12.2459426,41.99193791,6.424906596,17.73297604,27.19917056,48.23650825,43.56411994,0,1,0,0,0,27.09197543,0.394626196,0.119856849,54.30336618,0.000534097,5.661586598,0.722107339,1
21.27466672,10.46849641,0.176754786,0.676964415,90.46138413,820.7143501,278.1537137,2667.115237,0.291748889,0,0,1,2.820684278,0.485240303,663.1581516,20.7399431,96.27007143,7.624215444,35.31717095,18.74330874,36.73475995,29.54849127,0,1,1,1,1,68.02819644,0.317105398,0.554210374,43.36292217,0.001949205,7.090069281,0.974630686,0
244.0068864,61.3941507,0.907073549,0.184805338,309.000984,336.8793668,317.4465394,102.7592314,0.249955553,1,0,0,3.618093679,0.439292155,373.4564438,24.80338375,46.96536104,6.208239273,30.73451721,14.49225238,40.64087747,6.628734901,1,0,0,0,0,38.40879699,0.103102937,0.293900958,77.86566173,0.004044761,16.95170986,0.894001414,1
29.94892541,8.504371455,0.153502371,0.633912249,55.70752687,656.4214709,151.6383353,1419.49553,0.777810144,0,0,1,1.36057068,0.545715838,730.6502204,6.868157085,28.4184503,4.74242474,36.11875405,40.51877134,27.61315659,17.91410034,1,0,1,1,0,39.13173335,0.186879344,0.861011032,93.98478294,0.008040144,13.74592542,1.313312093,0
150.3782643,62.44449543,0.947500009,0.187394718,89.60127376,422.1055763,192.5365819,1121.352993,0.167915321,0,0,0,4.780052381,0.373910503,55.9329064,14.65706934,32.50287022,7.874841333,25.78602891,50.0412507,37.37841556,12.49059546,0,0,0,0,0,190.1182858,0.107508207,0.004251333,72.76241675,0.006566854,16.44733642,0.892288858,1
159.2059395,41.79306857,0.773445504,0.11497633,21.45861216,37.07278612,221.8509681,1514.868428,0.528259041,1,1,1,1.063432102,0.940865895,755.0239581,33.1516925,27.64377855,8.492955131,43.81387718,57.76554844,28.42629276,30.38167712,1,1,1,0,1,126.1694837,0.308065303,0.869754361,38.04775639,0.004368119,14.39184513,1.219552881,1
232.421172,60.83984504,0.762273619,0.274857663,387.4512553,6.644896521,68.22672258,2383.408789,0.779603479,1,1,0,6.061756653,0.0637338,491.2691851,32.29921424,90.76061418,7.692269172,27.82916817,43.19236018,25.83172647,11.83329698,1,0,1,1,1,104.6912551,0.249038623,0.550317358,88.36977608,0.009627629,14.89163952,1.108920916,1
37.41779268,9.31819255,0.272476077,0.886689913,38.31334456,911.7372737,40.31350316,1884.308278,0.868976095,0,0,1,3.380281752,0.155036384,220.0306198,18.41729837,73.17494828,5.279192301,47.00676781,10.14099201,26.94166298,4.314609631,2,1,1,1,1,79.61006626,0.121179303,0.13368386,86.127438,0.009670129,6.766208917,0.814147192,0
22.48699212,12.46922889,0.297382743,0.931243404,500.0091669,311.5486318,75.07354736,2565.510961,0.215269905,1,1,0,5.781734238,0.798179225,131.9488735,34.21576106,29.29746535,5.860326511,18.29031176,49.54214856,43.09019984,40.38278469,0,1,0,1,0,141.989357,0.422740274,0.008275715,56.6382803,0.006767637,12.52931383,1.031846058,0
28.63036164,11.78274409,0.187257872,0.738451416,170.1699651,913.7057426,291.1306228,1387.324762,0.23947147,1,1,1,2.066212044,0.382874416,55.46698616,17.02833537,26.07786291,6.762517233,50.52317327,14.22653965,36.65712833,9.371084663,4,1,1,0,1,108.2805083,0.371429969,0.990411185,42.2799848,0.003417726,16.46535688,1.18995323,0
6.483948911,12.80271105,0.101450486,0.800371762,385.5024437,570.8754326,333.6605712,268.9443498,0.29896433,1,0,1,2.95274468,0.73126416,880.1662106,34.48804307,88.86343009,8.470321343,27.35298153,12.94057571,50.37080529,8.590827978,1,0,0,0,1,93.20791865,0.416074973,0.065749742,50.7532699,0.001994625,27.67084816,0.702280973,0
26.56470092,6.085225758,0.214951138,0.656686083,31.49694076,987.6829111,275.0348591,2882.721053,0.203390215,1,1,0,6.02887546,0.932222502,591.9596406,26.29416896,83.64285424,6.953018224,41.14046658,34.74715638,48.55828721,10.31826862,3,1,1,0,1,35.60473306,0.424151256,0.222063381,84.55444781,0.001351878,16.88193056,0.838912645,0
154.3786261,41.61555964,0.814988653,0.018431853,296.478631,841.5807634,112.3117146,805.582783,-0.095765372,0,1,1,3.049885215,0.401703258,639.1109674,17.67925546,92.80842087,8.467328568,45.83077284,74.24921447,51.13875583,44.00505599,1,0,0,1,0,128.6183252,0.430759398,0.165271891,70.45702368,0.001746516,11.87114877,1.434899806,1
231.846169,61.8525559,0.927246452,0.261192611,412.4509142,946.1844804,213.3069939,1867.204982,0.477222348,1,0,0,0.676361789,0.378306338,505.3150835,27.74474041,80.74885152,7.642692584,27.33980313,31.89634599,49.06812661,17.59492181,1,0,1,1,0,65.09086167,0.164729023,0.724018647,92.35046822,0.004409089,6.635799714,0.780808174,1
249.6108552,76.65807087,0.911751032,0.088447085,490.1645541,314.3391084,164.0552291,145.6971665,0.845141593,1,0,1,5.100968446,0.847929595,96.6167181,12.24095149,72.68588979,5.639335431,23.87311585,56.01767034,23.11384636,2.544243938,0,0,0,0,1,173.9949674,0.305459779,0.776105992,62.29116162,0.002706153,21.39788671,1.022666425,1
6.840931546,18.38703641,0.167905784,0.924406444,23.55647843,150.1971187,277.5233518,1412.942227,0.364034524,0,1,1,1.251650201,0.89461826,526.4874928,15.47047191,31.14271586,5.376079768,16.15084438,54.23866138,45.62093563,7.076243028,1,0,1,1,1,76.25554868,0.129699438,0.09684832,84.51880922,0.001982641,9.340648022,1.177173734,0
173.3902727,45.28462578,0.966665702,0.164858273,175.1864093,969.5248683,190.415181,1413.970099,0.039758355,1,0,1,4.385153764,0.838902926,285.8775327,29.72490522,57.57724103,8.296226585,41.47463772,34.41803157,43.62341553,49.02256295,0,1,0,0,0,135.9128143,0.231546941,0.161547944,34.642203,0.004621068,10.53384113,1.078137964,1
27.21269831,5.222841838,0.273523773,0.941478286,243.2234823,584.9190296,34.88188741,2355.159236,0.1473162,1,0,1,3.469443643,0.456909282,978.0154596,24.87880625,57.49375286,6.713405285,35.76992613,14.34484851,45.69597092,43.49229993,1,1,0,0,0,134.6184343,0.403448228,0.939230344,89.89861691,0.007207257,11.27289302,0.707898049,0
38.99226976,7.939702771,0.214885697,0.973446608,90.70085639,168.4893383,192.6245341,2007.861617,0.500505733,1,0,0,2.243938548,0.848195017,236.232116,28.51478536,91.15668711,5.962160761,39.93403577,77.7976124,27.39947027,37.44966425,1,0,0,1,0,70.83800484,0.285887013,0.264854224,56.67164309,0.005788592,10.45875197,1.444457171,0
42.60907502,15.90527791,0.265134289,0.825687191,273.4298073,553.709926,54.81023089,1937.252107,0.179445678,0,0,0,6.447675841,0.348344469,794.3438767,38.57926771,34.4380078,6.247925997,38.10351639,37.26317999,59.56121334,25.82651296,0,1,1,1,0,54.4592635,0.240344909,0.129708834,77.73817942,0.008101333,7.166238638,1.413877666,0
11.61063476,13.69689266,0.24966376,0.766315561,472.8233847,887.5609299,299.4998363,1183.435159,0.838173679,0,0,0,4.107071086,0.141008425,139.1695931,22.66817618,96.51255419,6.744055458,20.41054116,25.87335298,32.00616812,43.65351624,0,0,1,0,1,45.46527396,0.272353361,0.032305432,67.95759531,0.008160802,6.949511424,1.149541691,0
223.1274067,44.51535274,0.741219214,0.290270485,110.8635787,905.221747,15.15131699,402.4314376,0.361211568,0,1,0,1.050787496,0.881929468,478.9876509,26.85910148,20.96688726,6.572606917,58.27074389,38.57053039,57.65740109,27.58832987,2,0,0,0,1,158.2885905,0.222223226,0.695422828,55.28306181,0.004849117,5.811913917,1.240889624,1
35.7212082,13.15393362,0.164732556,0.721442019,136.2707271,458.6955403,113.7736187,883.9802091,0.265721863,1,1,0,6.144033783,0.063884651,147.5321472,34.62381787,97.8355975,5.569007958,59.04634597,58.51453794,24.06882001,14.63072849,2,0,1,1,1,99.55554243,0.449779788,0.556086961,65.89261057,0.007594154,27.9553985,0.567979832,0
174.5558727,62.75852544,0.910137483,0.077651069,550.139218,78.47231225,161.1853006,801.4224232,0.06863733,1,0,1,3.013008804,0.858587077,999.4283827,21.62515119,66.63530296,8.0066681,55.03261102,37.44334734,10.08767137,2.955335161,0,1,1,1,1,138.887878,0.227097461,0.269676318,44.14882691,0.002279991,23.89978769,0.997066124,1
10.62236386,15.6489961,0.184602889,0.98526308,243.9709849,553.7134291,266.2856854,2195.222139,-0.033095982,0,1,0,2.944288573,0.092147708,838.5474371,36.29110475,87.40760971,5.153757686,37.26926245,24.57061604,8.32503325,23.88300697,2,1,0,0,1,114.662211,0.360042634,0.066306307,39.52035972,0.005228062,7.844806652,0.67580693,0
258.8123446,77.02604828,0.884934894,0.298063544,452.1296083,636.8154006,331.0747682,513.8305063,0.710445875,1,0,1,4.552690135,0.029081463,474.6410459,29.43319897,78.60164218,6.383821638,39.72803829,17.29696912,14.06089139,33.84719834,1,1,0,1,1,50.74140736,0.341276909,0.740668467,62.86969706,0.009941012,28.20831219,1.11152677,1
242.3232629,69.07528225,0.751961051,0.272524108,100.3400092,204.1213561,162.0507288,2341.07982,0.869105851,1,0,0,1.385953715,0.587268762,172.0512541,30.54870476,78.1714231,5.833117689,26.87227647,56.83029875,10.41364748,39.93150691,0,1,0,0,1,48.21796144,0.16885743,0.877712678,64.22360293,0.001158366,27.81255352,1.157800275,1
224.4562212,70.18086899,0.883113179,0.105531587,40.72206182,439.044026,188.6115487,2948.562188,0.106554845,0,1,1,3.653588803,0.16265986,730.3332548,27.57041506,76.2689223,8.393744584,27.70360608,35.37448994,47.72725406,6.545561641,2,1,0,1,0,97.37324338,0.158647076,0.33293517,77.02243668,0.000983587,29.19023072,1.326961842,1
264.6365273,52.95479072,0.845691098,0.096944214,434.2988335,762.5580566,33.48677133,1697.741827,0.102437212,1,1,1,5.609009981,0.502768809,648.1458745,22.88590569,74.26248492,7.031021391,41.66751519,50.95885496,38.27027435,23.88519831,0,0,1,1,0,74.79613677,0.486411339,0.536459936,80.07409642,0.005219591,29.60898377,1.245773009,1
294.3859329,64.08800493,0.998138139,0.217532962,544.9418963,481.9563948,113.5179168,988.4911832,0.241433728,1,1,0,2.140986149,0.649851972,441.4269663,28.02414428,33.2747737,5.70232841,11.58756178,61.96862628,40.60995321,13.67276906,4,0,1,1,1,117.6038344,0.169117906,0.227816653,84.59664268,0.005818272,26.52063944,1.115422164,1
23.92455351,9.843516029,0.14212912,0.681861412,77.68850679,317.6429788,127.438405,715.1420723,0.711324707,0,0,0,3.474928536,0.539476576,829.9294683,27.30687665,20.28830299,6.706486942,35.09470424,46.6927221,9.417781345,5.667011484,2,1,0,1,1,186.6538892,0.139767012,0.415032043,62.68595714,0.009770522,12.2016962,1.022790062,0
237.0797257,60.77242566,0.831404657,0.128983818,368.4750987,642.8885099,117.6147668,1139.365271,0.052186655,1,0,1,5.857720496,0.891843601,827.6412543,20.87217313,34.90820821,8.071110953,56.69564686,75.28646473,57.45133445,1.727751763,0,1,0,0,0,66.55368618,0.474236416,0.285195336,57.44574939,0.009166151,16.27546993,0.726768006,1
177.6767993,55.33704533,0.950604814,0.149905277,340.0152147,984.5386923,4.50122647,2144.005243,0.099093915,1,1,1,0.374767871,0.958827338,478.0749848,23.14152174,31.39535093,8.053022288,26.38141179,33.8968131,37.70247891,21.81028806,1,0,1,0,0,174.2400265,0.421528419,0.542505882,81.06452842,0.00080006,9.907120753,1.492190028,1
289.4529679,49.54598761,0.816527154,0.215789981,327.6500621,30.62438724,144.2267184,1169.436748,-0.048455552,1,1,1,1.046620451,0.527435767,977.185596,33.82191284,45.09144097,4.953293858,20.48231143,13.50745465,17.93543552,24.44842937,1,1,0,0,1,118.9110805,0.224184143,0.055089499,67.4143115,0.001930854,29.29180901,1.001838434,1
273.0216102,64.93232124,0.855896487,0.125648814,113.9858774,247.9642697,121.5602092,945.8522847,0.751006386,0,1,1,4.287566078,0.891170779,183.2347327,24.24251014,41.32918322,6.765803041,21.48807145,73.59031846,42.17362166,10.74530659,0,1,0,1,0,31.13541829,0.374547147,0.787572747,98.06478089,0.002483175,5.673554165,0.784330082,1
12.12048662,17.65593189,0.271658267,0.874849008,370.8504703,627.7275356,44.86969536,191.5553001,0.21072399,0,0,1,2.745344314,0.8946363,725.9291296,35.3135856,31.90379183,4.581845387,19.52927199,33.2268542,39.05929831,44.99111352,2,0,1,0,1,161.7191635,0.207641707,0.45411803,32.81144728,0.008937073,8.832904413,1.423913151,0
0.715763883,10.75301769,0.131252268,0.707886802,533.4400978,414.9528071,272.6812848,1877.935303,-0.006055574,0,0,0,0.523836929,0.089189067,598.5023516,9.264306367,38.91394195,7.641010793,52.79684621,68.96690704,21.65186704,2.402898915,2,1,0,0,0,121.3013131,0.347711979,0.413815744,87.43119904,0.00865302,24.45894712,1.033343513,0
25.92808443,15.74714394,0.141885677,0.730399167,248.5778182,806.4262,341.1917734,1871.5845,0.025713831,1,1,0,0.643036275,0.86034831,34.86885589,10.29297875,39.26398003,6.83577581,50.41471363,69.89425827,38.29805443,7.229391276,2,1,1,0,1,119.1343486,0.398029491,0.499576871,74.49237189,0.009579267,24.9648913,0.738181946,0
5.329912657,12.75908255,0.217483033,0.613278594,597.4970246,221.0528085,136.8084731,2301.968652,0.891414977,1,1,1,5.964520667,0.51011082,322.906348,35.97379949,58.06833021,7.724199033,40.72610205,53.86383319,48.33412262,43.08540811,1,0,1,0,1,126.8017025,0.110743608,0.261085419,63.83902899,0.0035084,29.60462371,1.320019536,0
183.5658854,42.18361108,0.761279081,0.012403076,535.4759338,14.64854019,131.8791862,2207.53989,0.420922523,0,1,0,2.714849365,0.286346671,537.3900215,22.88045301,96.42521703,7.789860816,40.95112971,47.96902513,21.45472717,33.10343562,3,0,0,1,1,87.83180035,0.248257956,0.876622282,34.68584388,0.007105725,11.86109054,0.681875881,1
5.793452976,15.59906193,0.232267623,0.842811462,199.1246658,710.0368184,245.3661196,1485.118432,0.352177956,1,0,1,2.410708807,0.98138449,664.0721289,26.51525815,66.01257769,8.202351479,32.31032954,35.34328607,14.05985541,18.73912266,0,0,0,0,1,135.3472406,0.409846022,0.191861263,95.93345012,0.005826711,27.49886241,0.530279098,0
198.2695363,44.32881694,0.768156866,0.131421845,241.737304,471.9299552,345.037706,905.1365902,0.152841017,0,1,0,6.312988173,0.725828893,948.9093276,28.80091768,89.48155578,6.512784917,29.30867635,67.84420371,18.21521316,41.92102945,0,1,0,1,0,192.5790275,0.162490122,0.317594571,70.7035067,0.00708172,26.28938923,1.284397433,1
31.18243891,9.097394306,0.203890553,0.819086283,163.7692861,381.7078642,350.9138785,2216.967684,0.347041496,1,1,0,1.119120212,0.514260898,772.7674548,27.71390684,21.03281693,6.491141163,11.5951122,76.21200799,36.15492916,33.11550173,2,0,0,0,0,104.1644248,0.103194705,0.28616235,40.11310253,0.009553885,5.786202684,0.794958559,0
180.007295,46.27125421,0.758562428,0.14023275,6.94127009,130.3030671,276.9283126,1846.218864,0.830076054,1,1,1,3.912833279,0.668806307,263.127694,29.60413518,96.60155171,5.313848489,38.12626638,29.31437096,35.33479463,12.8382347,1,0,1,1,1,26.19303348,0.260934566,0.54611655,98.32037659,0.007266334,8.734541791,0.998460559,1
224.7897049,75.95036904,0.841762316,0.029538074,461.8730995,965.3062746,356.5483832,958.4406394,0.758266734,0,1,1,4.233656635,0.050144082,278.782742,20.70707746,31.76541326,5.083000808,58.54528731,62.94728643,21.48372923,23.37876577,1,0,1,0,0,27.48042528,0.283770897,0.445556766,57.84865739,0.000240908,7.939050536,1.352631689,1
22.10167105,19.39875034,0.15599751,0.937273451,44.76544668,255.1590618,189.0914897,246.9637634,0.702338139,1,1,1,0.318300079,0.90215883,541.2527558,25.35147948,77.06499365,5.483705767,59.76139364,61.01829255,41.64455683,48.33560866,0,1,1,0,1,114.8339857,0.30556684,0.680946474,35.28877093,0.008052718,6.287206106,0.590831939,0
5.579649998,11.12030137,0.25998941,0.697077759,255.0732805,766.8578939,186.2548369,1371.207564,0.498201831,0,1,1,3.85241678,0.167355471,257.0944109,10.59492273,77.40982644,7.039794114,15.11035345,49.2860475,58.91800306,27.54699159,1,1,0,0,0,195.294521,0.268946687,0.219807618,33.50588482,0.001257752,24.00893672,0.513185901,0
254.2958516,40.7865036,0.758297696,0.165347524,73.94153575,638.2410906,348.8691567,966.3653001,0.218906529,0,0,0,0.911200789,0.178851999,605.1283985,28.5088606,63.49606272,5.727331758,53.64949652,17.13448463,34.97099507,45.61193256,1,1,0,0,0,58.91467473,0.298569538,0.564413925,46.18130774,0.000614216,21.09139568,0.556433371,1
266.7812723,73.50876973,0.755172861,0.170759866,10.98445849,279.1506971,243.9770236,2021.659744,0.584283697,0,1,1,6.253792851,0.29467443,612.549604,14.82238689,47.57174832,5.904542478,14.6142421,69.54485983,21.74040048,46.9380875,2,0,0,1,0,27.8396609,0.202730694,0.024443921,70.8504701,0.002807373,21.84163096,0.509245739,1
35.51213993,12.55537642,0.185750282,0.950230547,429.9662249,116.603237,245.5875414,1614.980316,-0.087987936,0,1,1,6.318470398,0.926512548,19.36737333,23.8801196,60.14122633,5.60760129,26.78187177,71.85152961,32.63002419,44.90341147,0,1,1,0,1,28.22819698,0.482157174,0.268135113,89.97295449,0.00262897,8.386096568,0.929263582,0
254.4999701,70.6515255,0.771925425,0.082384919,547.5144512,44.53843323,34.85421862,206.0830642,0.102424813,0,1,1,4.161218173,0.782263672,941.7093323,7.959681796,48.47930094,5.536087188,21.61197628,10.88809542,28.77686833,41.86272935,1,0,1,0,0,24.66576112,0.404858693,0.52202778,68.92696507,0.005438707,22.65319036,1.177716146,1
11.87167342,10.53526599,0.154834772,0.924980453,40.2524743,845.7176615,331.9937413,782.3324705,0.582429951,0,1,0,3.535994469,0.779084515,768.0414389,13.89609055,87.38536452,4.777054891,46.51977359,46.16485,35.85476553,37.87801003,2,1,0,0,0,86.52663856,0.226004016,0.295193154,59.89283082,0.009640979,6.000175688,0.603830039,0
47.36242887,10.13104152,0.161896316,0.817416095,390.7628422,373.8161442,162.0274996,773.9784501,0.172642273,0,1,0,5.176488242,0.076279627,429.2049743,36.44842838,27.61619049,6.201048181,39.87007888,34.61344784,51.07774729,33.21016965,2,0,0,0,0,139.1185184,0.379565596,0.429330604,99.76425358,0.001115497,18.17863959,1.001716177,0
41.02437922,15.79205347,0.191602925,0.964854361,193.0672171,630.877595,233.5691071,460.1232261,0.547936407,0,0,0,5.11007195,0.115433411,408.4408999,21.39056649,47.82693852,5.528060081,17.26351508,64.67513007,55.3889788,27.28653935,0,1,0,1,0,182.2460534,0.353264377,0.514395375,72.94826246,0.007409822,24.19814056,1.224600211,0
23.21192599,15.16012769,0.268338354,0.849104477,422.9474211,585.0246795,325.7109035,1153.336395,0.872535029,0,0,0,4.785281933,0.994308059,563.3695561,25.30387582,63.17935268,5.020621904,22.31711423,65.21745883,33.88833288,9.767467174,0,1,1,0,0,160.5896371,0.478314609,0.618955607,33.20383402,0.006712835,26.03867271,0.879564857,0
195.766821,43.4471531,0.843162548,0.070468322,542.1365655,578.5208162,52.85185261,283.0584862,0.168688253,0,1,1,3.102723645,0.842055479,450.5582625,32.93736083,44.10882661,4.59375843,44.12259716,55.31397587,35.93354941,35.9318006,1,0,1,0,0,151.3904126,0.289765475,0.28293633,96.46221872,0.004246971,11.91883726,0.713380986,1
16.70249828,15.93305764,0.141051506,0.664991661,17.75836393,560.2198871,89.30705838,1283.244116,0.55344982,1,0,1,4.363981423,0.18074546,7.587271396,38.89491029,67.73306641,7.132292871,29.51652854,22.00163316,17.41700937,47.94129384,1,0,0,0,1,140.0457848,0.181453467,0.238140006,55.7849544,0.007916283,27.29288894,0.590436449,0
21.62489392,12.8700846,0.152680722,0.649047688,189.7134121,439.3488028,101.004393,1172.203916,0.861488542,1,0,0,4.555761065,0.60268679,911.8850938,32.90010431,87.87496445,5.602764533,47.6745028,63.04642051,50.4622188,19.41405408,0,0,0,1,1,140.6001775,0.185889759,0.256564061,86.00587907,0.006573436,18.37541161,1.340981435,0
10.53524819,8.378106503,0.236548768,0.845370505,130.9743148,134.5237586,11.47598084,183.4068515,0.232371103,1,1,1,2.664073509,0.178411124,5.383231258,28.31291336,74.26461678,5.918035064,49.36401177,51.96153668,56.86940606,21.14389559,0,0,0,0,0,95.77904182,0.148707522,0.350312596,41.29786722,0.002370824,20.85363022,1.088304234,0
3.727532184,10.9045328,0.145489651,0.892787135,572.3617492,938.2782487,116.0799748,945.5651639,0.469474479,1,1,1,2.0393258,0.971327522,586.8989241,33.97670994,32.99084561,7.229753758,54.07431398,21.59039358,25.23030478,44.45970681,1,1,0,1,1,188.1686991,0.407355596,0.584730093,61.02289923,0.000598404,6.034867501,1.442338803,0
0.319293586,10.28793862,0.183142262,0.867019309,196.6402829,23.28543641,85.40889735,442.2368422,-0.081633824,1,1,1,1.465042182,0.019488149,673.7163505,28.32573771,45.27103318,6.944613601,17.9032608,56.39994822,53.87926257,21.44515657,0,0,1,0,0,34.94148853,0.129776634,0.712285638,72.3347687,0.006359678,15.50512923,0.585348242,0
27.33551397,19.65925735,0.119390425,0.919268321,284.6058305,207.8017332,20.53747159,1471.904562,0.580751737,1,1,1,3.159196227,0.780541361,709.9871929,10.32658348,65.5298169,7.985383046,34.71667369,14.11783836,53.43900542,36.63795663,1,0,0,1,0,160.3525775,0.293668154,0.070937518,81.04823738,0.008520495,19.41124963,1.332237741,0
39.93916179,5.210217763,0.199034318,0.777663629,28.22619872,224.2843446,144.5766055,1429.746015,0.512369496,1,1,1,4.260031246,0.525144926,732.4491779,21.29130074,98.31304757,6.372981964,24.92994831,68.42152296,20.88059212,25.25002773,2,0,0,1,1,45.15176357,0.271044187,0.86435003,81.56930006,0.006083713,7.974892553,0.945705197,0
24.10660495,12.37813939,0.107961137,0.794644017,376.6754869,745.4746751,22.98753283,1210.596159,0.663098702,0,0,0,1.084228548,0.631950416,392.7463544,17.42499406,87.10030025,4.986848084,52.21615831,33.97351564,37.19334707,12.40663109,0,1,1,0,0,103.5728198,0.176670964,0.267881864,58.58030237,0.003884237,12.39458355,0.815786632,0
162.6974902,45.77692345,0.905955838,0.218531162,406.2408429,959.0356249,263.0518738,1986.958037,0.552882416,1,1,0,4.293515437,0.319692313,531.0683693,13.77680642,54.83906886,6.614504646,31.05896602,24.76785401,59.88354954,6.580687669,0,0,0,0,0,98.92226875,0.262977625,0.90896717,41.7250053,0.002464709,29.36981657,1.3974996,1
45.46010681,5.540560662,0.204941508,0.608305636,494.8070609,718.0860197,56.65175354,1401.644851,0.358260969,0,0,0,0.003677458,0.446280047,513.5735374,8.915169935,49.20601631,5.524220008,47.65073953,22.80299121,33.05641257,32.76841799,1,0,0,0,0,86.98974793,0.117649629,0.134173965,30.32199373,0.003873581,22.28313951,1.296833661,0
7.707252159,14.49903376,0.225133436,0.865377757,177.546724,407.8992511,79.27817468,1452.227981,0.667427367,1,1,0,0.490416051,0.745151735,254.4921856,13.76127463,48.75478224,4.830835307,23.58305825,22.60113058,38.01979893,44.2416078,3,1,1,1,0,36.30564887,0.193525629,0.334492359,62.84753018,0.009614693,21.34251031,0.973360236,0
245.0448656,74.72462293,0.999601766,0.294096448,283.8171362,754.1093361,158.9869803,933.4487219,-0.038602518,0,1,0,3.446847574,0.910043414,71.81326843,37.17207997,47.97096603,7.366658621,21.27815891,42.52187488,36.53773193,8.505863678,1,1,0,1,1,186.9636965,0.40682635,0.610472726,63.86177409,0.006084969,24.57236113,1.487383188,1
20.34539804,17.85425195,0.128057003,0.839720156,16.91012839,392.2178987,70.58929796,1900.361692,0.42851034,1,1,0,4.185358262,0.797452643,208.6635403,18.76102326,86.22646815,5.697710561,40.03287799,20.08210947,42.19284404,37.3147269,0,1,0,0,1,180.2539447,0.4048001,0.464975501,98.44715645,0.005765441,12.29751896,1.390556853,0
229.3191918,49.50872104,0.873253493,0.199717504,418.8936019,801.5713741,277.4076593,123.611907,0.586947349,0,0,1,3.213588416,0.622833768,232.0176996,8.660423782,69.22699055,5.799347345,14.08063363,61.99814306,53.53103216,13.26334874,0,0,1,0,0,191.5700206,0.209461417,0.244009084,47.97883298,0.002635884,24.23629735,1.005522076,1
285.1557747,52.36381955,0.911037353,0.146858006,20.74482341,913.5032181,69.06945668,878.0138612,0.577682022,0,0,1,0.709908501,0.405883816,85.69817072,5.884136355,71.75929734,6.622028356,47.6229514,76.41881413,32.5400316,11.05806381,3,0,0,0,0,79.52828026,0.31839234,0.49586158,97.73252723,0.002250528,28.62001049,1.349473818,1
27.08524062,14.06260907,0.15479812,0.761694302,359.0346384,609.3020761,131.2555726,1570.627518,0.019787256,1,0,1,3.364267294,0.102516294,459.4175501,17.5505469,34.43750121,5.502658594,34.16409478,34.99495381,16.97493809,47.61432199,3,0,0,1,0,192.3950468,0.40225352,0.482707584,46.60167439,0.001095821,26.92052197,0.564491389,0
276.8852501,77.21183763,0.964340324,0.203513191,440.1743545,129.6517152,102.0706681,545.6562733,0.713050362,0,0,0,1.606227251,0.122127675,893.7733623,16.98969615,99.87565384,5.680713848,28.52399763,41.92606621,27.37902452,3.217888902,1,0,0,0,0,103.8338772,0.161869366,0.833784908,83.97342941,0.007616501,12.68138382,1.415473366,1
